City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,Celestun,20.87,-90.4,81.95,79,21,3.27,MX,2020-09-13 02:14:51
304,Kamenka,51.32,42.77,48.29,72,0,3.78,RU,2020-09-13 02:14:51
305,Fujin,47.26,132.03,61.79,73,100,9.62,CN,2020-09-13 02:14:51
306,Longyearbyen,78.22,15.64,37.4,90,75,3.36,SJ,2020-09-13 02:14:52
307,Mangrol,21.12,70.12,81.37,82,12,6.49,IN,2020-09-13 02:14:55
308,Povenets,62.85,34.83,52.86,91,100,17.02,RU,2020-09-13 02:14:55
309,Petatlan,17.52,-101.27,78.53,87,100,1.81,MX,2020-09-13 02:14:55
310,Praia Da Vitoria,38.73,-27.07,66.99,88,20,1.52,PT,2020-09-13 02:14:55
311,Trelleborg,55.38,13.16,57.0,82,100,10.29,SE,2020-09-13 02:14:56
312,Narsaq,60.92,-46.05,35.6,47,87,6.93,GL,2020-09-13 02:14:56
313,Ngozi,-2.91,29.83,61.83,58,86,1.48,BI,2020-09-13 02:14:56
314,Danilovka,50.36,44.12,49.14,72,0,4.32,RU,2020-09-13 02:14:57
315,Tanda,26.55,82.65,83.89,80,29,5.75,IN,2020-09-13 02:14:57
316,Baruun-Urt,46.68,113.28,65.53,56,92,11.05,MN,2020-09-13 02:14:57
317,Santa Helena De Goias,-17.81,-50.6,73.49,26,0,4.47,BR,2020-09-13 02:13:55
318,Naze,28.37,129.48,82.4,94,75,5.82,JP,2020-09-13 02:11:53
319,Mayumba,-3.43,10.66,74.03,87,66,5.3,GA,2020-09-13 02:14:58
320,Mount Darwin,-16.77,31.58,55.63,81,0,4.34,ZW,2020-09-13 02:14:59
321,Mamlyutka,54.94,68.54,55.18,79,97,4.9,KZ,2020-09-13 02:14:59
322,Gorontalo,0.54,123.06,83.89,80,100,4.74,ID,2020-09-13 02:14:59
323,Izumo,35.37,132.77,73.4,83,75,8.05,JP,2020-09-13 02:15:00
324,Chokurdakh,70.63,147.92,56.79,46,0,5.35,RU,2020-09-13 02:11:28
325,Basco,20.45,121.97,85.59,76,69,15.05,PH,2020-09-13 02:15:00
326,Chumikan,54.72,135.31,67.24,66,0,9.08,RU,2020-09-13 02:15:01
327,Daru,-9.08,143.21,77.99,75,90,13.44,PG,2020-09-13 02:13:27
328,Kerman,30.28,57.08,53.6,27,0,4.7,IR,2020-09-13 02:12:58
329,Caraballeda,10.61,-66.85,77.0,94,75,2.24,VE,2020-09-13 02:15:02
330,Antofagasta,-23.65,-70.4,59.0,77,90,12.75,CL,2020-09-13 02:12:45
331,Kysyl-Syr,63.9,122.76,50.56,96,100,1.34,RU,2020-09-13 02:15:02
332,Baghdad,33.34,44.4,78.8,29,0,8.05,IQ,2020-09-13 02:15:02
333,Abu Kamal,34.45,40.92,81.84,17,0,1.23,SY,2020-09-13 02:15:03
334,Savignano Sul Rubicone,44.1,12.41,70.0,93,0,3.36,IT,2020-09-13 02:15:03
335,Aklavik,68.22,-135.01,33.8,64,90,6.93,CA,2020-09-13 02:15:04
336,Petropavlovsk-Kamchatskiy,53.05,158.65,64.4,39,86,13.42,RU,2020-09-13 02:15:04
337,Talcahuano,-36.72,-73.12,50.0,71,7,13.87,CL,2020-09-13 02:15:05
338,Huilong,31.81,121.66,80.01,73,100,1.99,CN,2020-09-13 02:15:05
339,Sorong,-0.88,131.25,80.73,81,100,10.8,ID,2020-09-13 02:15:06
340,Namibe,-15.2,12.15,62.73,89,29,11.25,AO,2020-09-13 02:12:39
341,Businga,3.33,20.88,70.68,94,100,0.76,CD,2020-09-13 02:15:07
342,Nicoya,10.15,-85.45,77.0,94,75,8.05,CR,2020-09-13 02:15:08
343,Pontivy,48.0,-3.0,55.99,87,0,9.17,FR,2020-09-13 02:15:09
344,Sharlyk,52.92,54.75,45.36,89,49,5.79,RU,2020-09-13 02:15:09
345,Otjimbingwe,-22.35,16.13,55.62,61,24,1.74,NA,2020-09-13 02:15:10
346,Moron,-34.65,-58.62,57.99,66,21,6.93,AR,2020-09-13 02:11:06
347,Medea,36.26,2.75,66.2,88,20,1.52,DZ,2020-09-13 02:10:29
348,Dalbandin,28.89,64.41,73.47,19,34,6.17,PK,2020-09-13 02:15:11
349,San Cristobal,7.77,-72.22,67.96,89,100,3.91,VE,2020-09-13 02:11:27
350,Port Hardy,50.7,-127.42,59.0,82,90,3.36,CA,2020-09-13 02:15:04
351,Okhotsk,59.38,143.3,63.99,47,3,5.64,RU,2020-09-13 02:15:12
352,Piacabucu,-10.41,-36.43,73.78,77,0,11.63,BR,2020-09-13 02:15:12
353,Kuito,-12.38,16.93,55.42,38,50,3.22,AO,2020-09-13 02:15:13
354,Ust-Kuyga,70.02,135.6,54.16,48,100,4.54,RU,2020-09-13 02:12:06
355,Caranguejeira,39.75,-8.71,68.0,72,77,0.6,PT,2020-09-13 02:15:14
356,Cidreira,-30.18,-50.21,63.3,95,100,10.47,BR,2020-09-13 02:15:15
357,Sao Jose Da Coroa Grande,-8.9,-35.15,73.67,80,15,10.8,BR,2020-09-13 02:15:15
358,Karratha,-20.74,116.85,90.97,23,0,22.1,AU,2020-09-13 02:15:15
359,Lavrentiya,65.58,-171.0,45.0,69,100,8.95,RU,2020-09-13 02:15:16
360,Kudahuvadhoo,2.67,72.89,82.4,78,100,12.73,MV,2020-09-13 02:12:33
361,Benicarlo,40.42,0.43,63.0,75,0,1.01,ES,2020-09-13 02:15:17
362,Kumluca,36.37,30.29,77.59,64,0,3.31,TR,2020-09-13 02:15:17
363,Antalaha,-14.9,50.28,67.28,87,10,8.12,MG,2020-09-13 02:15:17
364,Kochevo,59.6,54.31,40.55,97,25,4.5,RU,2020-09-13 02:15:18
365,Suileng,47.25,127.08,63.64,63,100,4.27,CN,2020-09-13 02:15:18
366,Pokhara,28.23,83.98,75.34,76,50,0.54,NP,2020-09-13 02:15:19
367,Ust-Ilimsk,58.0,102.66,48.15,69,99,7.99,RU,2020-09-13 02:15:19
368,Naryan-Mar,67.67,53.09,44.91,94,100,8.7,RU,2020-09-13 02:15:20
369,Kodinar,20.79,70.7,79.5,86,17,6.58,IN,2020-09-13 02:15:20
370,Oksfjord,70.24,22.35,44.6,93,100,6.93,NO,2020-09-13 02:15:21
371,Huainan,32.63,117.0,76.24,70,98,0.56,CN,2020-09-13 02:15:21
372,Teeli,51.03,90.23,44.1,58,0,0.58,RU,2020-09-13 02:15:22
373,Hilton Head Island,32.22,-80.75,84.0,78,75,6.93,US,2020-09-13 02:11:09
374,Gushikawa,26.35,127.87,84.2,83,40,6.93,JP,2020-09-13 02:15:22
375,Whyalla,-33.03,137.58,59.0,62,40,16.11,AU,2020-09-13 02:15:23
376,Khasan,42.43,130.64,56.95,83,100,12.68,RU,2020-09-13 02:15:23
377,Labuhan,-6.88,112.21,84.87,58,84,9.06,ID,2020-09-13 02:15:24
378,Machali,-34.18,-70.67,48.02,70,0,2.62,CL,2020-09-13 02:15:24
379,Arraial Do Cabo,-22.97,-42.03,72.79,80,11,30.0,BR,2020-09-13 02:15:25
380,Nelson Bay,-32.72,152.15,75.0,43,100,16.11,AU,2020-09-13 02:13:41
381,Monteiro,-7.89,-37.12,63.73,74,0,10.51,BR,2020-09-13 02:15:25
382,Ekibastuz,51.67,75.37,55.74,41,0,8.21,KZ,2020-09-13 02:15:26
383,Balkanabat,39.51,54.37,71.33,27,0,2.48,TM,2020-09-13 02:15:26
384,Nouakchott,18.09,-15.98,81.12,86,48,13.67,MR,2020-09-13 02:15:27
385,Harper,4.38,-7.72,75.92,91,99,8.59,LR,2020-09-13 02:15:28
386,Iqaluit,63.75,-68.51,39.2,85,75,5.82,CA,2020-09-13 02:15:28
387,Isangel,-19.55,169.27,73.33,71,100,14.94,VU,2020-09-13 02:15:29
388,Unai,-16.36,-46.91,68.86,37,0,1.34,BR,2020-09-13 02:15:29
389,Itoman,26.12,127.67,86.0,84,40,8.05,JP,2020-09-13 02:15:30
390,Beyneu,45.32,55.2,61.0,35,0,3.06,KZ,2020-09-13 02:15:30
391,Severnyy,50.68,36.55,48.2,61,0,4.47,RU,2020-09-13 02:15:31
392,Jizan,17.33,42.67,87.8,84,20,4.7,SA,2020-09-13 02:15:32
393,Thunder Bay,48.4,-89.32,57.2,93,90,2.46,CA,2020-09-13 02:15:32
394,Kavieng,-2.57,150.8,84.4,76,60,14.41,PG,2020-09-13 02:12:10
395,Manokwari,-0.87,134.08,84.67,72,92,6.8,ID,2020-09-13 02:15:33
396,Bukavu,-2.51,28.86,63.0,63,32,0.6,CD,2020-09-13 02:15:33
397,Kondoa,-4.9,35.78,55.29,92,0,3.36,TZ,2020-09-13 02:15:34
398,Siavonga,-16.54,28.71,66.11,49,0,1.99,ZM,2020-09-13 02:15:34
399,Haldia,22.06,88.11,84.92,80,100,4.54,IN,2020-09-13 02:11:16
400,Mastic Beach,40.77,-72.85,64.4,82,75,14.16,US,2020-09-13 02:13:46
401,Pashiya,58.43,58.26,39.56,95,80,3.04,RU,2020-09-13 02:15:35
402,Sheksna,59.21,38.51,53.6,81,20,4.47,RU,2020-09-13 02:15:36
403,Calabozo,8.92,-67.43,76.62,92,99,1.34,VE,2020-09-13 02:15:36
404,Strezhevoy,60.73,77.59,51.8,87,81,6.71,RU,2020-09-13 02:15:36
405,Corinto,37.94,22.96,77.0,42,26,5.53,GR,2020-09-13 02:15:37
406,Darien,41.75,-87.97,68.0,94,90,5.82,US,2020-09-13 02:15:24
407,Gao,16.64,1.64,90.66,28,0,6.15,ML,2020-09-13 02:15:38
408,Srednekolymsk,67.45,153.68,55.49,44,0,4.59,RU,2020-09-13 02:12:29
409,Lagoa Da Canoa,-9.83,-36.74,64.47,95,0,4.97,BR,2020-09-13 02:15:38
410,Turan,16.07,108.22,89.6,62,20,2.24,VN,2020-09-13 02:15:38
411,Asfi,32.3,-9.24,68.99,86,100,3.09,MA,2020-09-13 02:15:39
412,Sri Aman,1.24,111.46,78.8,94,20,1.3,MY,2020-09-13 02:15:39
413,Inhambane,-23.86,35.38,68.52,82,50,5.44,MZ,2020-09-13 02:15:40
414,Helena,46.59,-112.04,77.0,15,1,10.29,US,2020-09-13 02:15:40
415,Sikonge,-5.63,32.77,71.6,53,98,11.41,TZ,2020-09-13 02:15:41
416,Iranshahr,27.2,60.68,78.49,17,0,3.13,IR,2020-09-13 02:15:41
417,Khilok,51.37,110.47,57.16,84,85,6.08,RU,2020-09-13 02:15:42
418,Ibanda,-2.8,32.47,68.0,68,40,5.82,TZ,2020-09-13 02:15:42
419,Coahuayana,18.73,-103.68,79.5,84,6,0.87,MX,2020-09-13 02:15:43
420,Leh,34.17,77.58,53.19,41,0,3.69,IN,2020-09-13 02:15:44
421,Ginda,30.69,78.49,78.8,83,75,3.36,IN,2020-09-13 02:15:44
422,Bonavista,48.65,-53.11,54.63,77,0,18.99,CA,2020-09-13 02:13:17
423,Shebekino,50.41,36.91,48.2,61,0,4.47,RU,2020-09-13 02:15:46
424,Buluang,13.31,123.34,89.22,62,82,1.1,PH,2020-09-13 02:15:46
425,Ouahigouya,13.58,-2.42,82.49,57,0,6.33,BF,2020-09-13 02:15:47
426,Tres Arroyos,-38.37,-60.28,50.45,62,0,12.88,AR,2020-09-13 02:15:47
427,Pergamino,-33.89,-60.57,57.99,55,15,1.01,AR,2020-09-13 02:15:48
428,Nyimba,-14.56,30.81,66.02,50,8,6.22,ZM,2020-09-13 02:15:49
429,Ilulissat,69.22,-51.1,30.2,68,0,1.12,GL,2020-09-13 02:15:49
430,Kampot,10.62,104.18,82.4,78,40,10.29,KH,2020-09-13 02:15:49
431,Port Hawkesbury,45.62,-61.35,53.01,87,1,4.59,CA,2020-09-13 02:15:50
432,Henties Bay,-22.12,14.28,55.99,92,10,1.99,NA,2020-09-13 02:15:51
433,Verkhoyansk,67.54,133.38,58.03,44,97,2.77,RU,2020-09-13 02:15:52
434,Chermoz,58.79,56.15,44.85,86,63,6.49,RU,2020-09-13 02:15:53
435,La Asuncion,11.03,-63.86,76.14,90,100,4.18,VE,2020-09-13 02:15:53
436,Bonfim,3.08,-59.95,80.78,67,92,2.86,BR,2020-09-13 02:15:54
437,Magadan,59.57,150.8,56.25,52,0,2.44,RU,2020-09-13 02:11:05
438,Christchurch,-43.53,172.63,60.01,58,100,4.7,NZ,2020-09-13 02:15:55
439,Babayurt,43.6,46.78,63.68,91,0,4.59,RU,2020-09-13 02:15:55
440,Vieques,18.43,-65.83,82.4,78,20,3.36,PR,2020-09-13 02:15:55
441,Kihei,20.79,-156.47,89.6,52,40,24.16,US,2020-09-13 02:15:56
442,Flin Flon,54.77,-101.86,44.94,88,98,6.22,CA,2020-09-13 02:15:05
443,Shingu,33.73,135.98,78.8,88,75,3.36,JP,2020-09-13 02:13:42
444,Wanning,18.8,110.4,87.37,66,86,2.95,CN,2020-09-13 02:15:57
445,Malartic,48.13,-78.13,54.0,93,90,8.05,CA,2020-09-13 02:15:58
446,Saint-Raymond,45.47,-73.61,64.99,59,40,8.05,CA,2020-09-13 02:15:58
447,Belmonte,-15.86,-38.88,75.2,73,75,11.41,BR,2020-09-13 02:15:58
448,Yulara,-25.24,130.99,78.8,29,75,20.8,AU,2020-09-13 02:15:59
449,Oxbow,49.23,-102.17,51.01,62,49,5.99,CA,2020-09-13 02:15:59
450,Rafiganj,24.82,84.65,82.4,88,75,5.1,IN,2020-09-13 02:16:00
451,Bilokurakyne,49.53,38.73,49.39,55,0,4.74,UA,2020-09-13 02:16:00
452,Nome,64.5,-165.41,53.01,76,90,10.29,US,2020-09-13 02:11:55
453,Shelburne,44.08,-80.2,60.01,87,1,2.24,CA,2020-09-13 02:16:02
454,Moyale,3.52,39.06,65.1,79,81,14.83,KE,2020-09-13 02:16:02
455,Toktogul,41.87,72.94,63.14,41,0,1.28,KG,2020-09-13 02:16:02
456,Brae,60.4,-1.35,51.8,87,10,18.34,GB,2020-09-13 02:16:03
457,Candido Mendes,-1.45,-45.72,76.28,92,1,4.63,BR,2020-09-13 02:16:03
458,Olga,43.74,135.29,57.15,90,100,22.77,RU,2020-09-13 02:16:03
459,Novobirilyussy,56.95,90.67,51.04,68,0,1.43,RU,2020-09-13 02:16:04
460,Mehamn,71.04,27.85,45.27,79,100,7.67,NO,2020-09-13 02:16:04
461,Gizo,-8.1,156.84,84.72,68,3,4.45,SB,2020-09-13 02:13:43
462,At-Bashi,41.17,75.81,53.22,42,0,0.43,KG,2020-09-13 02:16:05
463,Walvis Bay,-22.96,14.51,55.99,87,37,2.24,NA,2020-09-13 02:15:00
464,Ban Nahin,18.24,104.21,91.99,61,100,0.89,LA,2020-09-13 02:16:06
465,Preobrazheniye,42.9,133.91,57.25,88,100,28.43,RU,2020-09-13 02:16:06
466,Jiuquan,39.74,98.52,57.56,30,47,9.57,CN,2020-09-13 02:16:06
467,Puerto Del Rosario,28.5,-13.86,73.4,83,20,6.93,ES,2020-09-13 02:16:07
468,Barzas,55.72,86.32,48.2,70,0,2.24,RU,2020-09-13 02:16:07
469,Shache,38.42,77.24,65.98,35,0,6.6,CN,2020-09-13 02:16:07
470,Shahrud,36.42,54.98,59.92,47,0,5.95,IR,2020-09-13 02:16:08
471,Santa Isabel,-23.32,-46.22,77.0,60,89,3.36,BR,2020-09-13 02:16:08
472,Erdenet,49.03,104.08,42.66,65,0,12.68,MN,2020-09-13 02:16:09
473,Komsomolskiy,40.43,71.72,59.0,44,0,4.7,UZ,2020-09-13 02:16:09
474,Redmond,47.67,-122.12,59.0,87,0,3.76,US,2020-09-13 02:15:03
475,Arua,3.02,30.91,62.2,92,19,4.09,UG,2020-09-13 02:16:09
476,Te Anau,-45.42,167.72,49.35,89,100,7.96,NZ,2020-09-13 02:16:10
477,Grevesmuhlen,53.87,11.18,53.01,94,100,1.99,DE,2020-09-13 02:16:10
478,Havre-Saint-Pierre,50.23,-63.6,48.2,87,90,9.17,CA,2020-09-13 02:16:10
479,Byron Bay,-28.65,153.62,68.0,68,90,4.7,AU,2020-09-13 02:11:13
480,Totness,5.88,-56.32,80.64,81,0,11.03,SR,2020-09-13 02:16:11
481,Atambua,-9.11,124.89,84.06,34,98,3.44,ID,2020-09-13 02:16:12
482,Garden City,42.33,-83.33,70.0,83,90,3.36,US,2020-09-13 02:16:12
483,Hirara,24.8,125.28,84.2,83,75,3.36,JP,2020-09-13 02:16:13
484,Comodoro Rivadavia,-45.87,-67.5,50.0,37,0,32.21,AR,2020-09-13 02:11:29
485,Umm Lajj,25.02,37.27,86.36,54,9,9.82,SA,2020-09-13 02:16:13
486,Sarkand,45.41,79.92,57.06,57,91,5.19,KZ,2020-09-13 02:16:14
487,Rapid Valley,44.06,-103.15,66.0,62,1,4.79,US,2020-09-13 02:16:14
488,Scarborough,54.28,-0.4,57.99,77,100,8.99,GB,2020-09-13 02:14:10
489,Jalu,29.03,21.55,78.3,37,0,8.01,LY,2020-09-13 02:13:57
490,Ozernovskiy,51.5,156.52,50.63,83,100,21.77,RU,2020-09-13 02:12:09
491,Fort-Shevchenko,44.51,50.26,69.19,64,0,7.72,KZ,2020-09-13 02:16:16
492,Tianpeng,30.99,103.94,72.0,100,75,2.24,CN,2020-09-13 02:16:17
493,Varzelandia,-15.7,-44.03,66.72,44,0,8.95,BR,2020-09-13 02:16:18
494,Itarema,-2.92,-39.92,77.9,81,0,18.12,BR,2020-09-13 02:16:18
495,Nanortalik,60.14,-45.24,38.01,75,75,1.03,GL,2020-09-13 02:11:31
496,Mayo,38.89,-76.51,70.0,73,1,10.29,US,2020-09-13 02:14:08
497,Coihaique,-45.58,-72.07,35.6,93,75,6.93,CL,2020-09-13 02:16:19
498,Bose,45.46,8.01,69.01,85,47,5.99,IT,2020-09-13 02:16:19
499,Kousseri,12.08,15.03,75.2,94,20,3.36,CM,2020-09-13 02:16:20
500,Tarime,-1.35,34.37,65.32,71,99,5.5,TZ,2020-09-13 02:16:21
501,Suleja,9.18,7.18,70.63,99,100,4.05,NG,2020-09-13 02:16:21
502,Chukhloma,58.75,42.68,50.09,87,100,8.46,RU,2020-09-13 02:16:21
503,Tiznit,29.58,-9.5,69.39,69,100,2.37,MA,2020-09-13 02:16:22
504,Pitiquito,30.7,-112.08,84.99,23,0,3.0,MX,2020-09-13 02:16:22
505,Tete,-16.16,33.59,75.2,64,6,9.17,MZ,2020-09-13 02:16:23
506,Lorengau,-2.02,147.27,86.54,69,42,11.88,PG,2020-09-13 02:16:23
507,Nouadhibou,20.93,-17.03,84.2,62,0,10.29,MR,2020-09-13 02:13:07
508,Keuruu,62.27,24.7,51.01,87,75,13.87,FI,2020-09-13 02:16:24
509,Katherine,-14.47,132.27,89.6,24,75,13.87,AU,2020-09-13 02:16:25
510,Udachnyy,66.42,112.4,46.4,87,75,2.24,RU,2020-09-13 02:16:25
511,Jacksonville Beach,30.29,-81.39,81.0,83,20,14.99,US,2020-09-13 02:11:56
512,Ketchikan,55.34,-131.65,60.8,59,1,2.51,US,2020-09-13 02:11:29
513,Portland,45.52,-122.68,64.4,63,90,1.9,US,2020-09-13 02:14:10
514,Miyako,39.64,141.95,66.85,89,100,15.19,JP,2020-09-13 02:16:26
515,Waipahu,21.39,-158.01,87.8,54,75,13.87,US,2020-09-13 02:16:01
516,Battonya,46.28,21.02,66.2,77,0,4.7,HU,2020-09-13 02:16:27
517,Da Nang,16.07,108.22,89.6,62,20,2.24,VN,2020-09-13 02:14:20
518,Deputatskiy,69.3,139.9,51.53,49,100,2.08,RU,2020-09-13 02:13:05
519,Kaeo,-35.1,173.78,61.41,54,0,5.97,NZ,2020-09-13 02:16:28
520,Barcelos,41.54,-8.62,75.99,49,100,5.82,PT,2020-09-13 02:15:14
521,La Primavera,5.49,-70.41,77.36,84,100,1.32,CO,2020-09-13 02:16:29
522,Soyo,-6.13,12.37,73.6,88,56,9.04,AO,2020-09-13 02:16:29
523,Tuatapere,-46.13,167.68,48.0,97,100,1.99,NZ,2020-09-13 02:16:30
524,Semnan,35.57,53.4,65.88,32,0,4.41,IR,2020-09-13 02:16:31
525,Bure,10.7,37.07,54.01,91,16,2.73,ET,2020-09-13 02:16:31
526,Ambatondrazaka,-17.83,48.42,58.69,85,88,4.43,MG,2020-09-13 02:16:32
527,San Policarpo,12.18,125.51,85.71,67,59,4.63,PH,2020-09-13 02:16:33
528,Port Lincoln,-34.73,135.87,58.86,59,0,11.23,AU,2020-09-13 02:16:34
529,Bafra,41.57,35.91,68.0,88,75,3.36,TR,2020-09-13 02:16:35
530,Viransehir,37.24,39.76,80.8,19,0,7.11,TR,2020-09-13 02:16:35
531,Fort Nelson,58.81,-122.7,50.0,66,75,5.82,CA,2020-09-13 02:15:09
532,Sawakin,19.11,37.33,88.21,70,32,5.95,SD,2020-09-13 02:13:25
533,Acapulco,16.86,-99.89,82.4,83,90,3.36,MX,2020-09-13 02:11:54
534,Kismayo,-0.36,42.55,77.34,83,100,15.17,SO,2020-09-13 02:16:36
535,Kirakira,-10.45,161.92,84.63,70,1,7.78,SB,2020-09-13 02:16:37
536,Opuwo,-18.06,13.84,55.51,44,0,2.1,NA,2020-09-13 02:16:37
537,Port-Gentil,-0.72,8.78,76.48,85,100,15.95,GA,2020-09-13 02:14:08
538,Nuevo Progreso,23.17,-97.95,77.0,66,99,3.69,MX,2020-09-13 02:16:37
539,Chillan,-36.61,-72.1,48.2,81,62,5.82,CL,2020-09-13 02:16:19
540,Mantua,45.17,10.78,69.01,88,20,3.36,IT,2020-09-13 02:16:38
541,Puerto Baquerizo Moreno,-0.9,-89.6,66.22,86,68,13.44,EC,2020-09-13 02:16:38
542,Buzmeyin,38.05,58.21,64.4,48,0,4.7,TM,2020-09-13 02:16:39
543,Boden,65.83,21.69,48.2,100,100,6.93,SE,2020-09-13 02:16:39
544,Mount Gambier,-37.83,140.77,57.2,62,40,14.99,AU,2020-09-13 02:16:40
545,Vega De Alatorre,20.03,-96.63,78.71,84,100,8.88,MX,2020-09-13 02:16:40
546,El Balsamo,15.07,-87.47,82.4,83,75,4.7,HN,2020-09-13 02:16:41
547,Provost,52.35,-110.27,47.19,78,100,1.14,CA,2020-09-13 02:16:41
548,West Wendover,40.74,-114.07,80.6,11,1,5.82,US,2020-09-13 02:16:42
549,Hervey Bay,-25.3,152.85,66.99,90,8,4.0,AU,2020-09-13 02:16:43
550,Rewari,28.18,76.62,87.01,88,40,4.52,IN,2020-09-13 02:16:43
551,Escarcega,18.61,-90.75,75.85,90,11,1.77,MX,2020-09-13 02:16:44
552,Murchison,-41.8,172.33,54.46,57,100,3.51,NZ,2020-09-13 02:16:45
553,Barra Do Bugres,-15.07,-57.18,80.65,22,0,3.11,BR,2020-09-13 02:16:46
554,Viedma,-40.81,-63.0,46.99,52,63,1.01,AR,2020-09-13 02:16:46
